index,genres,keywords,production_companies,title,cast,director,document
1729,"['horror', 'thriller']","['pedophilia', 'daughter', 'anti-christ', 'incest']",newlinecinema,Lost Souls,"['winonaryder', 'benchaplin', 'sarahwynter', 'philipbakerhall', 'johnhurt', 'eliaskoteas', 'johndiehl', 'alfrewoodard', 'victorslezak', 'johnbeasley', 'bobclendenin', 'michaelmantell', 'bradgreenquist', 'minglo', 'annagunn', 'w.earlbrown', 'cydstrittmatter', 'jameslancaster', 'ashleyedner', 'connieray', 'jamiedenbo']",januszkamiński,horror thriller pedophilia daughter anti-christ incest n e w l i n e c i n e m a
1730,['documentary'],"['ocean', 'lake', 'bird', 'horse', 'parrot', 'owl', 'ornithology', 'egg', 'flight', 'arctic', 'crab', 'stork', 'pelican']",bacfilms,Winged Migration,"['philippelabro', 'jacquesperrin']",jacquesperrin,documentary ocean lake bird horse parrot owl ornithology egg flight arctic crab stork pelican b a c f i l m s
1731,"['comedy', 'drama', 'family', 'fantasy', 'romance']","['jinx', 'badluck', 'kiss', 'romanticcomedy', 'alcoholabuse', 'celebration', 'envy', 'luck', 'mysteriousstranger', 'masquerade']",regencyenterprises,Just My Luck,"['lindsaylohan', 'samairearmstrong', 'chrispine', 'missipyle', 'makenzieveganorfolk', 'breeturner', 'faizonlove', 'carlosponce', 'dannyjones', 'tomfletcher', 'harryjudd', 'dougiepoynter', 'tovahfeldshuh', 'danerhodes', 'jaquelinefleming', 'irahawkins', 'j.c.sealy', 'mikkival', 'marcushester', 'ameerbaraka', 'anneewen', 'hannahtointon']",donaldpetrie,comedy drama family fantasy romance jinx badluck kiss romanticcomedy alcoholabuse celebration envy luck mysteriousstranger masquerade r e g e n c y e n t e r p r i s e s
1732,"['drama', 'comedy']","['sport', 'icehockey']",hollywoodpictures,"Mystery, Alaska","['russellcrowe', 'hankazaria', 'marymccormack', 'burtreynolds', 'colmmeaney', 'lolitadavidovich', 'maurychaykin', 'roneldard', 'ryannorthcott', 'michaelbuie', 'kevindurand', 'scottgrimes', 'jasongray-stanford', 'brentstait', 'adambeach', 'cameronbancroft', 'michaelmckean', 'rachelwilson', 'bethlittleford', 'megynprice', 'judithivey', 'stephenhair', 'mikemyers', 'terrydavidmulligan', 'bettylinde', 'mattclarke', 'karengartner']",jayroach,drama comedy sport icehockey h o l l y w o o d p i c t u r e s
1733,"['action', 'comedy', 'family']",['duringcreditsstinger'],robertsimondsproductions,The Spy Next Door,"['ambervalletta', 'lucastill', 'jackiechan', 'billyraycyrus', 'georgelopez', 'madelinecarroll', 'willshadley', 'alinafoley', 'magnússcheving', 'katherineboecher', 'miastallard', 'maverickmcwilliams', 'quinnmason', 'margaretmurphy', 'esodiegeiger', 'arronshiver']",brianlevant,action comedy family duringcreditsstinger r o b e r t s i m o n d s p r o d u c t i o n s
1734,"['adventure', 'comedy', 'family', 'fantasy']","['magic', 'wish', 'kids', 'fairygodmother']",universalpictures,A Simple Wish,"['martinshort', 'kathleenturner', 'marawilson', 'robertpastorelli', 'deborahodell', 'franciscapra', 'rubydee', 'amandaplummer', 'terigarr']",michaelritchie,adventure comedy family fantasy magic wish kids fairygodmother u n i v e r s a l p i c t u r e s
1735,"['action', 'horror', 'sciencefiction']","['climbingupawall', 'hungupsidedown', 'flashbackwithinaflashback', 'cavern', 'battering', 'ram', 'ghosttown']",screengems,Ghosts of Mars,"['natashahenstridge', 'icecube', 'jasonstatham', 'cleaduvall', 'pamgrier', 'joannacassidy', 'richardcetrone', 'rosemaryforsyth', 'lobosebastian', 'rodneya.grant', 'peterjason', 'wandadejesus', 'liamwaite', 'duanedavis', 'dougmcgrath', 'rickedelstein', 'rexlinn', 'michaelkrawic', 'robertcarradine', 'eileenweisinger', 'marjeanholden']",johncarpenter,action horror sciencefiction climbingupawall hungupsidedown flashbackwithinaflashback cavern battering ram ghosttown s c r e e n g e m s
1736,"['comedy', 'drama']","['bolivia', 'woman', 'politicalcampaign', 'southamerica', 'year2002']",participantmedia,Our Brand Is Crisis,"['sandrabullock', 'anthonymackie', 'billybobthornton', 'zoekazan', 'scootmcnairy', 'anndowd', 'joaquimdealmeida', 'candiceharrison', 'carmelazumbado', 'erickchavarria', 'reynaldopacheco', 'danhewittowens', 'ninaleon', 'ginogalento']",davidgordongreen,comedy drama bolivia woman politicalcampaign southamerica year2002 p a r t i c i p a n t m e d i a
1737,"['romance', 'horror', 'comedy', 'thriller']","['basedonnovel', 'dystopia', 'shaolin', 'prejudice', 'zombie', 'pride', 'golddigger', 'regencyperiod', 'parson', 'mashup']",lionsgate,Pride and Prejudice and Zombies,"['lilyjames', 'samriley', 'jackhuston', 'bellaheathcote', 'douglasbooth', 'mattsmith', 'sukiwaterhouse', 'charlesdance', 'lenaheadey', 'emmagreenwell', 'aislingloftus', 'hermionecorfield', 'sallyphillips', 'dollywells', 'elliebamber', 'ryanoliva', 'milliebrady', 'jessradomska', 'juditnovotnik', 'pookyquesnel', 'morfyddclark', 'janethenfrey']",burrsteers,romance horror comedy thriller basedonnovel dystopia shaolin prejudice zombie pride golddigger regencyperiod parson mashup l i o n s g a t e
1738,['drama'],"['buddhism', 'china', 'mountains', 'buddhistmonk', 'tibet', 'dalailama', 'lhasa', 'buddha']",touchstonepictures,Kundun,"['tenzinthuthobtsarong', 'tenchogyalpo', 'tsewangmigyurkhangsar', 'gyurmetethong', 'robertlin']",martinscorsese,drama buddhism china mountains buddhistmonk tibet dalailama lhasa buddha t o u c h s t o n e p i c t u r e s
1739,"['comedy', 'romance', 'drama']","['failure', 'starlet']",ukfilmcouncil,How to Lose Friends & Alienate People,"['kelanpannell', 'janettescott', 'simonpegg', 'meganfox', 'gilliananderson', 'kellyjocharge', 'christianmaiersmith', 'katherineparkinson', 'felicitymontagu', 'thandienewton', 'kirstendunst', 'jeffbridges', ""chriso'dowd"", 'jamescorden', 'margostilley', 'dannyhuston', 'miriammargolyes', 'juliawest', 'rickygervais', 'tonicollette', 'katewinslet', 'danielcraig', 'johnlightbody', 'fenellawoolgar', 'samdouglas', 'billpaterson', 'brianaustingreen']",robertb.weide,comedy romance drama failure starlet u k f i l m c o u n c i l
1740,"['action', 'adventure', 'crime']","['crimefighter', 'secretidentity', 'marvelcomic', 'superhero', 'aftercreditsstinger', 'teensuperheroes']",universalpictures,Kick-Ass 2,"['aarontaylor-johnson', 'chloëgracemoretz', 'christophermintz-plasse', 'clarkduke', 'jimcarrey', 'lindybooth', 'donaldfaison', 'stevenmackintosh', 'monicadolan', 'morrischestnut', 'claudialee', 'amyanzel', 'augustusprew', 'marykitchen', 'garrettm.brown', 'lyndsyfonseca', 'yancybutler', 'johnleguizamo', 'robertemms', 'ellapurnell', 'danielkaluuya', 'charlieclapham']",jeffwadlow,action adventure crime crimefighter secretidentity marvelcomic superhero aftercreditsstinger teensuperheroes u n i v e r s a l p i c t u r e s
1742,"['action', 'crime', 'drama']","['martialarts', 'atomicbomb', 'ghetto', 'parkour', 'cops', 'remake', 'undercovercop', 'gangster', 'remakeoffrenchfilm']",canal+,Brick Mansions,"['paulwalker', 'davidbelle', 'rza', 'robertmaillet', 'carlorota', 'kalinkapetrie', 'bruceramsay', 'kwasisongui', 'catalinadenis', 'ayishaissa', 'jadehassouné', 'richardzeman']",camilledelamarre,action crime drama martialarts atomicbomb ghetto parkour cops remake undercovercop gangster remakeoffrenchfilm c a n a l +
1743,"['adventure', 'action', 'thriller']","['atomicbomb', 'easternblock', 'crocodile', 'secretintelligenceservice', 'kgb', 'snakecharmer', 'hotairballoon', 'eastberlin', 'britishsecretservice']",eonproductions,Octopussy,"['rogermoore', 'maudadams', 'louisjourdan', 'kristinawayborn', 'kabirbedi', 'stevenberkoff', 'davidmeyer', 'tonymeyer', 'desmondllewelyn', 'robertbrown', 'loismaxwell', 'michaelaclavell', 'waltergotell', 'vijayamritraj', 'albertmoses', 'geoffreykeen', 'douglaswilmer', 'andybradford', 'philipvoss', 'bruceboa', 'richardleparmentier', 'paulhardwick', 'suzannejerome', 'cherrygillespie', 'dermotcrowley', 'peterporteous', 'evarueber-staier', 'jeremybulloch', 'tinahudson', 'williamderrick', 'stuartsaunders', 'patrickbarr', 'gaborvernon', 'hugobower', 'kennorris', 'tonyarjuna', 'gertanklauber', 'brendacowling', 'davidgrahame', 'briancoburn', 'michaelhalphie', 'marystavin', 'carolynseaward', 'caroleashby', 'cherylanne', 'jani-z', 'juliemartin', 'joniflynn', 'juliebarth', 'kathydavies', 'helenehunt', 'gilliandeterville', 'safiraafzal', 'louiseking', 'tinarobinson', 'alisonworth', 'janineandrews', 'lyndaknight', 'susannedando', 'teresadraddock', 'kirstenharrison', 'christinecullers', 'lisajackman', 'janealdridge', 'christinegibson', 'tracyllewellyn', 'ruthflynn', 'robertogermains', 'richardgraydon', 'thehassanitroupe', 'theflyingcherokees', 'carolrichter', 'josefrichter', 'verafossett', 'shirleyfossett', 'barriewinship', 'ravindersinghreyett', 'gurdialsira', 'michaelmoor', 'svensurtees', 'peteredmund', 'raycharles', 'talibjohnny']",johnglen,adventure action thriller atomicbomb easternblock crocodile secretintelligenceservice kgb snakecharmer hotairballoon eastberlin britishsecretservice e o n p r o d u c t i o n s
1744,"['comedy', 'romance', 'drama']","['alcohol', 'one-nightstand', 'bed', 'pregnancyandbirth', 'condom', 'paternity', 'druguse', 'beard', 'unprotectedsex', 'duringcreditsstinger']",universalpictures,Knocked Up,"['sethrogen', 'katherineheigl', 'lesliemann', 'paulrudd', 'jasonsegel', 'jaybaruchel', 'jonahhill', 'martinstarr', 'maudeapatow', 'irisapatow', 'haroldramis', 'alantudyk', 'kristenwiig', 'billhader', 'craigrobinson', 'charlyneyi', 'kenjeong', 'b.j.novak', 'catherinereitman', 'briannabrown', 'adamscott', 'anamercedes', 'mocollins', 'timbagley', 'melindabennett', 'paulfeig', 'nauticathorn', 'stormydaniels', 'tamisagher', 'jessicaalba', 'stevecarell', 'andydick', 'jamesfranco', 'evamendes', 'ryanseacrest', 'daxshepard', 'michellewoods']",juddapatow,comedy romance drama alcohol one-nightstand bed pregnancyandbirth condom paternity druguse beard unprotectedsex duringcreditsstinger u n i v e r s a l p i c t u r e s
1745,['drama'],"['parentskidsrelationship', 'sistersisterrelationship', 'courtcase', 'invitrofertilisation', 'medicalexaminer', 'kidneytransplant']",markjohnsonproductions,My Sister's Keeper,"['camerondiaz', 'alecbaldwin', 'abigailbreslin', 'joancusack', 'sofiavassilieva', 'emilydeschanel', 'heatherwahlquist', 'jasonpatric', 'evanellingson', 'frankcassavetes', 'nicolemarielenz', 'chriskinkade', 'ricksalomon', 'frankpeluso', 'ricosimonini', 'keithkraft']",nickcassavetes,drama parentskidsrelationship sistersisterrelationship courtcase invitrofertilisation medicalexaminer kidneytransplant m a r k j o h n s o n p r o d u c t i o n s
1746,"['comedy', 'drama']",['talkshow'],universalpictures,Welcome Home Roscoe Jenkins,"['martinlawrence', 'jamesearljones', 'margaretavery', 'joybryant', 'cedrictheentertainer', 'nicoleariparker', 'michaelclarkeduncan', 'mikeepps', ""mo'nique"", 'damaniroberts', 'brookelyons', 'damaniroberts']",malcolmd.lee,comedy drama talkshow u n i v e r s a l p i c t u r e s
1747,"['drama', 'adventure', 'history']","['doctor', 'india', 'english', 'magistrate', '1920s', 'mosque']",columbiapictures,A Passage to India,"['judydavis', 'alecguinness', 'peggyashcroft', 'jamesfox', 'victorbanerjee', 'nigelhavers', 'michaelculver']",davidlean,drama adventure history doctor india english magistrate 1920s mosque c o l u m b i a p i c t u r e s
1748,"['drama', 'romance']","['sex', 'adultery', 'basedonnovel', 'cat', 'infidelity', 'secret', 'obsession', 'blackmail', 'nudity', 'seduction', 'studio', 'friendship', 'stalker', 'love', 'loneliness', 'teacher', 'conservative', 'student', 'teenager', 'relationship', 'art', 'femalestalker', 'extramaritalaffair', 'journal', 'sittingonatoilet']",foxsearchlightpictures,Notes on a Scandal,"['judidench', 'cateblanchett', 'billnighy', 'junotemple', 'maxlewis', 'andrewsimpson', 'michaelmaloney', 'joannascanlan', 'shaunparkes', 'emmakennedy', 'syreetakumar', 'wendynottingham', 'jillbaker', 'alicebird', 'benedicttaylor', 'stephenkennedy', 'derbhlecrotty', 'anne-marieduff', 'phildavis', 'juliamckenzie', 'adrianscarborough', 'jillbaker', 'mirandapleasence']",richardeyre,drama romance sex adultery basedonnovel cat infidelity secret obsession blackmail nudity seduction studio friendship stalker love loneliness teacher conservative student teenager relationship art femalestalker extramaritalaffair journal sittingonatoilet f o x s e a r c h l i g h t p i c t u r e s
1749,"['drama', 'thriller']","['antiterror', 'terror', 'cia', 'lossofson', 'policebrutality', 'terrorist', 'lossofbrother', 'waragainstterror', 'kidnapping', 'intelligence', 'despair', 'inhumanity', 'senator', 'plo', 'civilrightsactivist', 'hijacking', 'terrorcell', 'lossofhusband', 'politics', 'politician', 'government', 'lossofdaughter', 'torturebythepolice', 'torture', 'cruelty', 'american', 'surveillance']",anonymouscontent,Rendition,"['omarmetwally', 'reesewitherspoon', 'jakegyllenhaal', 'moakhouas', 'zineboukach', 'igalnaor', 'lailamrabti', 'davidfabrizio', 'j.k.simmons', 'merylstreep', 'petersarsgaard', 'alanarkin', 'najiboudghiri', 'craigjohnson', 'reymondeamsallem']",gavinhood,drama thriller antiterror terror cia lossofson policebrutality terrorist lossofbrother waragainstterror kidnapping intelligence despair inhumanity senator plo civilrightsactivist hijacking terrorcell lossofhusband politics politician government lossofdaughter torturebythepolice torture cruelty american surveillance a n o n y m o u s c o n t e n t
1750,"['sciencefiction', 'action', 'adventure', 'thriller']","['farewell', 'federation', 'starfleet', 'peaceconference', 'ussenterprise-a', 'rurapenthe', 'courtcase', 'peacecontract', 'plan', 'klingon', 'spaceopera']",paramountpictures,Star Trek VI: The Undiscovered Country,"['williamshatner', 'leonardnimoy', 'deforestkelley', 'jamesdoohan', 'georgetakei', 'walterkoenig', 'nichellenichols', 'christopherplummer', 'kimcattrall', 'davidwarner', 'rosannadesoto', 'brockpeters', 'kurtwoodsmith', 'iman', 'marklenard', 'graceleewhitney', 'leonrussom', 'johnschuck', 'paulrossilli', 'roberteaston', 'michaeldorn', 'christianslater', 'jeremyroberts', 'darrylhenriques']",nicholasmeyer,sciencefiction action adventure thriller farewell federation starfleet peaceconference ussenterprise-a rurapenthe courtcase peacecontract plan klingon spaceopera p a r a m o u n t p i c t u r e s
1751,"['comedy', 'drama', 'romance']","['secretsociety', 'conciliation', 'marriage', 'motherdaughterrelationship', 'playwright', 'familyfeud', 'womandirector']",allgirlproductions,Divine Secrets of the Ya-Ya Sisterhood,"['sandrabullock', 'ellenburstyn', 'fionnulaflanagan', 'jamesgarner', 'cherryjones', 'ashleyjudd', 'maggiesmith', 'shirleyknight', 'angusmacfadyen', 'jacquelinemckenzie', 'kierstenwarren', 'davidleesmith', 'ginamckee', 'matthewsettle']",calliekhouri,comedy drama romance secretsociety conciliation marriage motherdaughterrelationship playwright familyfeud womandirector a l l g i r l p r o d u c t i o n s
1752,"['drama', 'mystery', 'thriller', 'crime']","['washingtond.c.', 'coveredinvestigation', 'investigation', 'northcarolina', 'missingperson']",paramountpictures,Kiss the Girls,"['morganfreeman', 'ashleyjudd', 'caryelwes', 'alexmcarthur', 'tonygoldwyn', 'jayo.sanders', 'billnunn', 'briancox', 'richardt.jones', 'romamaffia', 'jeremypiven', 'ginaravera', 'williamconverse-roberts', 'helenmartin', 'tatyanaali', 'menasuvari', 'heidischanz', 'rickwarner']",garyfleder,drama mystery thriller crime washingtond.c. coveredinvestigation investigation northcarolina missingperson p a r a m o u n t p i c t u r e s
1753,"['music', 'comedy', 'action', 'crime']","['dancing', 'prison', 'chicago', 'countrymusic', 'nun', 'jazz', 'carjourney', 'blues', 'nazis', 'music', 'concert', 'musicinstrument', ""children'shome"", 'shoppingmall', 'orphanage', 'winnebago', 'church', 'sunglasses', 'parole', 'carchase', 'musicband', 'loudspeaker', 'saturdaynightlive', 'wrigleyfield', 'holidayinn']",universalpictures,The Blues Brothers,"['danaykroyd', 'johnbelushi', 'jamesbrown', 'cabcalloway', 'raycharles', 'arethafranklin', 'stevecropper', 'donald""duck""dunn', 'murphydunne', 'williehall', 'tommalone', 'loumarini', 'mattmurphy', 'alanrubin', 'carriefisher', 'henrygibson', 'johncandy', 'kathleenfreeman', 'johnleehooker', 'tomerhart', 'geraldwalling', 'walterlevine', 'alonzoatkins', 'chakakhan', 'armandcerami', 'stevenwilliams', 'kristioleson', 'garymclarty', 'joecuttone', 'laynebritton', 'tonifleming', 'rosieshuster', 'paulreubens', 'benpiazza', 'gwenbanta', 'laritaylor', 'cindyfisher', 'elizabethhoy', 'tonym.conde', 'eugenej.anthony', 'deanhill', 'jackorend', 'geneschuldt', 'charlesmountain', 'frankoz', 'johnlandis', 'garyhouston', 'judithbelushi-pisano', 'elmorejames', 'stephenbishop', 'charlesnapier', 'stevenspielberg', 'curtclendenin', 'twiggy']",johnlandis,music comedy action crime dancing prison chicago countrymusic nun jazz carjourney blues nazis music concert musicinstrument children'shome shoppingmall orphanage winnebago church sunglasses parole carchase musicband loudspeaker saturdaynightlive wrigleyfield holidayinn u n i v e r s a l p i c t u r e s
1754,"['adventure', 'comedy', 'drama', 'family']","['femalefriendship', 'bestfriend', 'summervacation', 'womandirector', 'youngadult']",,The Sisterhood of the Traveling Pants 2,"['alexisbledel', 'ambertamblyn', 'americaferrera', 'blakelively', 'rachelnichols', 'tomwisdom', 'michaelrady', 'leonardonam', 'rachelticotin', 'shohrehaghdashloo', 'blythedanner', 'jessewilliams', 'lucyhale', 'ernielively', 'kylemaclachlan', 'carlyrosesonenclar', 'corynichols', 'mariakonstadarou', 'stevieraydallimore', 'zacharoulaklimatsaki', 'rebekaharamini', 'paulcoughlan', 'alisonfolland', 'adriennebailon', 'kielywilliams']",sanaahamri,adventure comedy drama family femalefriendship bestfriend summervacation womandirector youngadult 
1756,"['drama', 'comedy', 'romance']","['londonengland', 'rockandroll', 'singleparent', 'rapmusic', 'bachelor', 'becominganadult', 'friendship', 'single']",universalpictures,About a Boy,"['hughgrant', 'nicholashoult', 'tonicollette', 'rachelweisz', 'sharonsmall', 'madisoncook', 'jordancook', 'nicholashutchison', 'ryanspeechley', 'josephspeechley', 'denisestephenson', 'nataliatena', 'christopherwebster', 'isabelbrook', 'orlandothornewman', 'augustusprew', 'victoriasmurfit', 'paulettep.williams', 'susannahdoyle', 'frithagoodey', 'delmawalsh', 'peterroy', 'rosalindknight', 'sianmartin', 'joannepetitt', 'cathymurphy', 'markheap', 'claireharman', 'jasonsalkey', 'annabelleapsion', 'russellbarr', 'jennygalloway', 'alexkew']",chrisweitz,drama comedy romance londonengland rockandroll singleparent rapmusic bachelor becominganadult friendship single u n i v e r s a l p i c t u r e s
1757,"['horror', 'comedy', 'action', 'sciencefiction', 'thriller']","['diving', 'sheriff', 'lake', 'crocodile', 'deputy', 'paleontologist', 'cow', 'maine', 'decapitation', 'severedhead', 'scientist', 'remote', 'tooth', 'bearattack', 'campfire', 'severedtoe', 'torsocutinhalf', 'giantcrocodile', 'crocodileattack', 'animalhorror']",fox2000pictures,Lake Placid,"['billpullman', 'bridgetfonda', 'oliverplatt', 'brendangleeson', 'bettywhite', 'davidlewis', 'timdixon', 'natassiamalthe', 'mariskahargitay', 'meredithsalenger', 'jedrees', 'richardleacock', 'jaket.roberts', 'warrentakeuchi', 'tyolsson', 'adamarkin', 'steveminer']",steveminer,horror comedy action sciencefiction thriller diving sheriff lake crocodile deputy paleontologist cow maine decapitation severedhead scientist remote tooth bearattack campfire severedtoe torsocutinhalf giantcrocodile crocodileattack animalhorror f o x 2 0 0 0 p i c t u r e s
1758,"['drama', 'thriller', 'crime', 'mystery']","['assassination', 'assassin', 'identity', 'sniper', 'mistakeinperson', 'jew', 'gangsterboss', 'gamblingdebts', 'boss', 'murder', 'sniperrifle', 'fbiagent', 'horseracing', 'gambler', 'slevin', 'caso', 'hoodlum', 'blackmen']",theweinsteincompany,Lucky Number Slevin,"['joshhartnett', 'brucewillis', 'lucyliu', 'morganfreeman', 'benkingsley', 'michaelrubenfeld', 'peterouterbridge', 'stanleytucci', 'kevinchamberlin', 'dorianmissick', 'mykeltiwilliamson', 'scottgibson', 'coreystoll', 'robertforster', 'samjaeger', 'dannyaiello', 'jennifermiller']",paulmcguigan,drama thriller crime mystery assassination assassin identity sniper mistakeinperson jew gangsterboss gamblingdebts boss murder sniperrifle fbiagent horseracing gambler slevin caso hoodlum blackmen t h e w e i n s t e i n c o m p a n y
1759,"['drama', 'history']","['coldwar', 'pilot', 'spacetravel', 'politics', 'historicalfigure', 'flight', 'astronaut', 'spacerace', 'soundbarrier']",warnerbros.,The Right Stuff,"['fredward', 'dennisquaid', 'edharris', 'scottglenn', 'samshepard', 'barbarahershey', 'lancehenriksen', 'veronicacartwright', 'harryshearer', 'jeffgoldblum', 'kimstanley', 'pamelareed', 'scottpaulin', 'charlesfrank', 'donaldmoffat', 'levonhelm', 'maryjodeschanel', 'scottwilson', 'kathybaker', 'mickeycrocker', 'susankase', 'mittiesmith', 'royaldano', 'davidclennon', 'jimhaynie', 'anthonymunoz', 'johnp.ryan', 'williamruss', 'maryapick', 'johndehner', 'davidgulpilil', 'o-lanjones', 'chuckyeager']",philipkaufman,drama history coldwar pilot spacetravel politics historicalfigure flight astronaut spacerace soundbarrier w a r n e r b r o s .
1760,"['drama', 'history', 'thriller']","['shakespeare', 'anonymity', 'poet', 'play', 'political', 'duringcreditsstinger', 'falsehistory']",columbiapictures,Anonymous,"['jamiecampbellbower', 'rhysifans', 'davidthewlis', 'joelyrichardson', 'vanessaredgrave', 'sebastianarmesto', 'rafespall', 'edwardhogg', 'xaviersamuel', 'samreid', 'paolodevita', 'trystangravelle', 'robertemms', 'tonyway', 'julianbleach', 'derekjacobi', 'alexhassell', 'jamesgarnon', 'markrylance', 'jasperbritton', 'neddennehy', 'johnkeogh', 'lloydhutchinson', 'vickykrieps', 'helenbaxendale', 'paulaschramm', 'amykwolek', 'lukethomastaylor', 'isaiahmichalski', 'timohuber', 'richarddurden', 'shaunlawton', 'detlefbothe', 'jamesclyde', 'christiansengewald', 'jean-loupfourure', 'victoriagabrysch', 'axelsichrovsky', 'katrinpollitt', 'patriciagrove', 'lauralozito', 'godebenedix', 'nicromm', 'henrylloyd-hughes', 'patrickdiemling', 'patrickheyn', 'ninosandow', 'craigsalisbury', 'rainerguldener', 'trystanpütter', 'andrékaczmarczyk', 'jonashämmerle', 'mikemaas', 'christianleonard', 'christianbanzhaf', 'victoriacalero', 'martinengler', 'alfredhartung', 'oliverkube', 'christianludwig', 'oliverrickenbacher', 'claudiusvonstolzmann', 'tjafkebiallowons', 'dafne-mariafielder', 'alexanderflache', 'antoniagerke', 'sophiehichert', 'lukashötzel', 'verakreyer', 'stefanielanius', 'urbanluig', 'jasminmehling', 'elisabethmilarch', 'robertmunzinger', 'benjaminplath', 'erikstudte', 'johannhakobwurster', 'steffisattler']",rolandemmerich,drama history thriller shakespeare anonymity poet play political duringcreditsstinger falsehistory c o l u m b i a p i c t u r e s
1761,"['drama', 'family', 'fantasy', 'adventure']","['basedonnovel', 'fictionalplace', 'wolf', 'mythology', 'magic', 'horse', 'book', 'fairytale', 'bully', 'school', 'talkinganimal', 'reading', 'bookstore', 'fantasyworld', 'giant', 'gnome', 'quest']",producerssalesorganization,The NeverEnding Story,"['barretoliver', 'geraldmcraney', 'noahhathaway', 'drumgarrett', 'darrylcooksey', 'nicholasgilbert', 'thomashill', 'franklenart', 'silviaseidel', 'tamistronach', 'sydneybromley', 'mosesgunn', 'patriciahayes', 'alanoppenheimer', 'tiloprückner', 'heinzreincke', 'deeproy']",wolfgangpetersen,drama family fantasy adventure basedonnovel fictionalplace wolf mythology magic horse book fairytale bully school talkinganimal reading bookstore fantasyworld giant gnome quest p r o d u c e r s s a l e s o r g a n i z a t i o n
1762,"['mystery', 'sciencefiction']","['soul', 'sleep', 'manipulation', 'future', 'dystopia', 'chaos', 'memory', 'duel', 'parallelworld', 'technoir', 'matrix', 'neo-noir', 'retrofuturism']",newlinecinema,Dark City,"['rufussewell', 'williamhurt', 'kiefersutherland', 'jenniferconnelly', ""richardo'brien"", 'ianrichardson', 'brucespence', 'colinfriels', 'johnbluthal', 'mitchellbutel', 'melissageorge', 'frankgallacher', 'ritchiesinger', 'justinmonjo', 'nicholasbell', 'satyagumbert', 'noahgumbert', 'frederickmiragliotta']",alexproyas,mystery sciencefiction soul sleep manipulation future dystopia chaos memory duel parallelworld technoir matrix neo-noir retrofuturism n e w l i n e c i n e m a
1763,"['drama', 'history', 'romance']","['england', 'adultery', 'duke', 'gamblingdebts', 'marriagecrisis']",bimdistribuzione,The Duchess,"['keiraknightley', 'ralphfiennes', 'aidanmcardle', 'simonmcburney', 'charlotterampling', 'dominiccooper', 'hayleyatwell', 'brucemackinnon', 'georgiaking', 'alistairpetrie', 'patrickgodfrey', 'richardmccabe', 'andrewarmour']",sauldibb,drama history romance england adultery duke gamblingdebts marriagecrisis b i m d i s t r i b u z i o n e
1764,"['adventure', 'family', 'fantasy']",['wizardofoz'],silverscreenpartnersii,Return to Oz,"['fairuzabalk', 'nicolwilliamson', 'jeanmarsh', 'piperlaurie', 'mattclark', 'seanbarrett', 'denisebryer', 'brianhenson', 'lyleconway', 'justincase', 'johnalexander', 'deeproy', 'emmaridley']",waltermurch,adventure family fantasy wizardofoz s i l v e r s c r e e n p a r t n e r s i i
1765,"['crime', 'action', 'drama']","['bankrobber', 'crimespree', 'westernu.s.']",twentiethcenturyfoxfilmcorporation,The Newton Boys,"['matthewmcconaughey', 'skeetulrich', 'ethanhawke', ""vincentd'onofrio"", 'gailcronauer', 'jenakaram', 'juliannamargulies', 'caseymcauliffe', 'dwightyoakam', 'charlesgunning', 'reginamaematthews', 'becketgremmels', 'lewtemple', 'glynnwilliams', ""charles'chip'bray"", 'kenfarmer']",richardlinklater,crime action drama bankrobber crimespree westernu.s. t w e n t i e t h c e n t u r y f o x f i l m c o r p o r a t i o n
1766,"['horror', 'mystery', 'thriller']","['childabuse', 'detective', 'socialworker', 'supernatural', 'murder', 'mentalinstitution', 'youth', 'violence', 'danger', 'cityscape', 'drawn', 'fallingelevator', 'pier', 'psychological', 'deadly', 'mindandsoul', 'supernaturalability']",paramountvantage,Case 39,"['renéezellweger', 'jodelleferland', 'ianmcshane', ""kerryo'malley"", 'callumkeithrennie', 'bradleycooper', 'adrianlester', 'cynthiastevenson', 'alexanderconti', 'philipcabrita', 'vanesatomasino', 'maryblack', ""domenicod'ambrosio"", 'benitaha', 'j.winstoncarroll', 'michaelbean', 'lesleyewen', 'davidpatrickgreen', 'deejayjackson', 'tayacalicetto', 'alisendown', 'darrylquon', 'suzannebastien', 'janebraithwaite', 'colinlawrence', 'frangebhard', 'dagmarmidcap', 'billmondy', 'andrewairlie', 'sarah-janeredmond', 'charleszuckermann', 'yvonnevaldez', 'paulduchart', 'danielbacon', 'darrene.scott', 'daliasblake', 'phillipmitchell', 'fulviocecere']",christianalvart,horror mystery thriller childabuse detective socialworker supernatural murder mentalinstitution youth violence danger cityscape drawn fallingelevator pier psychological deadly mindandsoul supernaturalability p a r a m o u n t v a n t a g e
1767,"['crime', 'thriller']",['serialkiller'],paramountpictures,Suspect Zero,"['carrie-annemoss', 'aaroneckhart', 'benkingsley', 'harrylennix', 'kevinchamberlin', 'keithcampbell']",e.eliasmerhige,crime thriller serialkiller p a r a m o u n t p i c t u r e s
